dataset,sub,ses,sample,task,tracksys,acq,nuc,voi,ce,trc,stain,rec,dir,run,mod,echo,flip,inv,mt,part,proc,hemi,space,split,recording,chunk,seg,res,den,label,desc,datatype,suffix,ext,extra_entities,root,path
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,head,output,T1w,.nii.gz,[],/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/anat/sub-A00040524_ses-DS2_desc-head_T1w.nii.gz
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,WM,,output,probseg,.nii.gz,[],/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/anat/sub-A00040524_ses-DS2_label-WM_probseg.nii.gz
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,brain,output,mask,.nii.gz,[],/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/anat/sub-A00040524_ses-DS2_space-MNI152NLin6ASym_desc-brain_mask.nii.gz
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,CSF,,output,mask,.nii.gz,[],/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/anat/sub-A00040524_ses-DS2_label-CSF_mask.nii.gz
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dsegSagittal,output,quality,.png,[],/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/anat/sub-A00040524_ses-DS2_desc-dsegSagittal_quality.png
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,WM,preproc,output,mask,.nii.gz,[],/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/anat/sub-A00040524_ses-DS2_label-WM_desc-preproc_mask.nii.gz
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,WM,,output,mask,.nii.gz,[],/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/anat/sub-A00040524_ses-DS2_label-WM_mask.nii.gz
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dsegAxial,output,quality,.png,[],/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/anat/sub-A00040524_ses-DS2_desc-dsegAxial_quality.png
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,WM,,output,mask,.nii.gz,[],/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/anat/sub-A00040524_ses-DS2_space-MNI152NLin6ASym_label-WM_mask.nii.gz
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,CSF,,output,probseg,.nii.gz,[],/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/anat/sub-A00040524_ses-DS2_label-CSF_probseg.nii.gz
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonlinear,output,xfm,.nii.gz,"[('from', 'T1w'), ('to', 'MNI152NLin6ASym'), ('mode', 'image')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/anat/sub-A00040524_ses-DS2_from-T1w_to-MNI152NLin6ASym_mode-image_desc-nonlinear_xfm.nii.gz
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,output,xfm,.nii.gz,"[('from', 'MNI152NLin6Sym'), ('to', 'T1w'), ('mode', 'image')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/anat/sub-A00040524_ses-DS2_from-MNI152NLin6Sym_to-T1w_mode-image_xfm.nii.gz
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,linear,output,xfm,.nii.gz,"[('from', 'T1w'), ('to', 'MNI152NLin6Sym'), ('mode', 'image')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/anat/sub-A00040524_ses-DS2_from-T1w_to-MNI152NLin6Sym_mode-image_desc-linear_xfm.nii.gz
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,preproc,output,T1w,.nii.gz,[],/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/anat/sub-A00040524_ses-DS2_space-MNI152NLin6ASym_desc-preproc_T1w.nii.gz
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,linear,output,xfm,.nii.gz,"[('from', 'MNI152NLin6Sym'), ('to', 'T1w'), ('mode', 'image')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/anat/sub-A00040524_ses-DS2_from-MNI152NLin6Sym_to-T1w_mode-image_desc-linear_xfm.nii.gz
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,rest,,1400,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,ndmg,output,correlations,.csv,"[('atlas', 'Juelich'), ('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-rest_acq-1400_atlas-Juelich_space-MNI152NLin6ASym_reg-defaultNoGSR_desc-ndmg_correlations.csv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,CHECKERBOARD,,1400,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,ndmg,output,correlations,.csv,"[('atlas', 'DesikanKlein'), ('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-CHECKERBOARD_acq-1400_atlas-DesikanKlein_space-MNI152NLin6ASym_reg-defaultNoGSR_desc-ndmg_correlations.csv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,CHECKERBOARD,,1400,,,,,,,,,,,,,,,,,,,,,,,,,boldSnrSagittal,output,quality,.png,"[('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-CHECKERBOARD_acq-1400_reg-defaultNoGSR_desc-boldSnrSagittal_quality.png
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,rest,,645,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,PearsonNilearn,output,correlations,.tsv,"[('atlas', 'MICCAI'), ('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-rest_acq-645_atlas-MICCAI_space-MNI152NLin6ASym_reg-default_desc-PearsonNilearn_correlations.tsv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,rest,,CAP,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,PearsonNilearn,output,correlations,.tsv,"[('atlas', 'Yeo7Liberal'), ('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-rest_acq-CAP_atlas-Yeo7Liberal_space-MNI152NLin6ASym_reg-defaultNoGSR_desc-PearsonNilearn_correlations.tsv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,rest,,CAP,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,PearsonNilearn,output,correlations,.tsv,"[('atlas', 'CC400'), ('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-rest_acq-CAP_atlas-CC400_space-MNI152NLin6ASym_reg-default_desc-PearsonNilearn_correlations.tsv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,rest,,645,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,PartialNilearn,output,correlations,.tsv,"[('atlas', 'HarvardOxfordsubMaxprobThr25'), ('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-rest_acq-645_atlas-HarvardOxfordsubMaxprobThr25_space-MNI152NLin6ASym_reg-defaultNoGSR_desc-PartialNilearn_correlations.tsv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,CHECKERBOARD,,645,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,Mean,output,timeseries,.1D,"[('atlas', 'HarvardOxfordsubMaxprobThr25'), ('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-CHECKERBOARD_acq-645_atlas-HarvardOxfordsubMaxprobThr25_space-MNI152NLin6ASym_reg-defaultNoGSR_desc-Mean_timeseries.1D
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,CHECKERBOARD,,1400,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,ndmg,output,correlations,.csv,"[('atlas', 'Schaefer2018400Parcels17NetworksOrder'), ('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-CHECKERBOARD_acq-1400_atlas-Schaefer2018400Parcels17NetworksOrder_space-MNI152NLin6ASym_reg-default_desc-ndmg_correlations.csv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,rest,,645,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,ndmg,output,correlations,.csv,"[('atlas', 'CC400'), ('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-rest_acq-645_atlas-CC400_space-MNI152NLin6ASym_reg-default_desc-ndmg_correlations.csv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,BREATHHOLD,,1400,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,PearsonNilearn,output,correlations,.tsv,"[('atlas', 'Slab907'), ('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-BREATHHOLD_acq-1400_atlas-Slab907_space-MNI152NLin6ASym_reg-defaultNoGSR_desc-PearsonNilearn_correlations.tsv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,CHECKERBOARD,,1400,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,Mean,output,timeseries,.1D,"[('atlas', 'rois'), ('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-CHECKERBOARD_acq-1400_atlas-rois_space-MNI152NLin6ASym_reg-defaultNoGSR_desc-Mean_timeseries.1D
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,BREATHHOLD,,1400,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,ndmg,output,correlations,.csv,"[('atlas', 'tt'), ('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-BREATHHOLD_acq-1400_atlas-tt_space-MNI152NLin6ASym_reg-default_desc-ndmg_correlations.csv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,BREATHHOLD,,1400,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,ndmg,output,correlations,.csv,"[('atlas', 'aal'), ('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-BREATHHOLD_acq-1400_atlas-aal_space-MNI152NLin6ASym_reg-defaultNoGSR_desc-ndmg_correlations.csv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,rest,,645,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,ndmg,output,correlations,.csv,"[('atlas', 'Schaefer2018200Parcels17NetworksOrder'), ('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-rest_acq-645_atlas-Schaefer2018200Parcels17NetworksOrder_space-MNI152NLin6ASym_reg-default_desc-ndmg_correlations.csv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,rest,,1400,,,,,,,,,,,,,,,,,,,,,,,,,smZstd,output,alff,.nii.gz,"[('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-rest_acq-1400_reg-default_desc-smZstd_alff.nii.gz
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,CHECKERBOARD,,1400,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,PartialNilearn,output,correlations,.tsv,"[('atlas', 'Yeo7'), ('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-CHECKERBOARD_acq-1400_atlas-Yeo7_space-MNI152NLin6ASym_reg-defaultNoGSR_desc-PartialNilearn_correlations.tsv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,rest,,645,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,PartialNilearn,output,correlations,.tsv,"[('atlas', 'CC200'), ('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-rest_acq-645_atlas-CC200_space-MNI152NLin6ASym_reg-default_desc-PartialNilearn_correlations.tsv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,rest,,645,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,PartialNilearn,output,correlations,.tsv,"[('atlas', 'Yeo17'), ('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-rest_acq-645_atlas-Yeo17_space-MNI152NLin6ASym_reg-default_desc-PartialNilearn_correlations.tsv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,CHECKERBOARD,,645,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,PearsonNilearn,output,correlations,.tsv,"[('atlas', 'Schaefer2018400Parcels17NetworksOrder'), ('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-CHECKERBOARD_acq-645_atlas-Schaefer2018400Parcels17NetworksOrder_space-MNI152NLin6ASym_reg-defaultNoGSR_desc-PearsonNilearn_correlations.tsv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,rest,,1400,,,,,,,,,,,,,,,,,,,,,,,,,,output,sbref,.nii.gz,[],/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-rest_acq-1400_sbref.nii.gz
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,CHECKERBOARD,,1400,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,PartialNilearn,output,correlations,.tsv,"[('atlas', 'Talairach'), ('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-CHECKERBOARD_acq-1400_atlas-Talairach_space-MNI152NLin6ASym_reg-default_desc-PartialNilearn_correlations.tsv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,rest,,CAP,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,ndmg,output,correlations,.csv,"[('atlas', 'Yeo7Liberal'), ('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-rest_acq-CAP_atlas-Yeo7Liberal_space-MNI152NLin6ASym_reg-default_desc-ndmg_correlations.csv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,BREATHHOLD,,1400,,,,,,,,,,,,,,,,,,,,,,,,,,output,xfm,.nii.gz,"[('from', 'bold'), ('to', 'MNI152NLin6ASym'), ('mode', 'image')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-BREATHHOLD_acq-1400_from-bold_to-MNI152NLin6ASym_mode-image_xfm.nii.gz
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,rest,,1400,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,PartialNilearn,output,correlations,.tsv,"[('atlas', 'AAL'), ('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-rest_acq-1400_atlas-AAL_space-MNI152NLin6ASym_reg-defaultNoGSR_desc-PartialNilearn_correlations.tsv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,CHECKERBOARD,,1400,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,PartialNilearn,output,correlations,.tsv,"[('atlas', 'aal'), ('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-CHECKERBOARD_acq-1400_atlas-aal_space-MNI152NLin6ASym_reg-default_desc-PartialNilearn_correlations.tsv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,CHECKERBOARD,,1400,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,PearsonNilearn,output,correlations,.tsv,"[('atlas', 'Juelich'), ('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-CHECKERBOARD_acq-1400_atlas-Juelich_space-MNI152NLin6ASym_reg-defaultNoGSR_desc-PearsonNilearn_correlations.tsv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,CHECKERBOARD,,645,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,Mean,output,timeseries,.1D,"[('atlas', 'MICCAI'), ('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-CHECKERBOARD_acq-645_atlas-MICCAI_space-MNI152NLin6ASym_reg-defaultNoGSR_desc-Mean_timeseries.1D
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,CHECKERBOARD,,1400,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,ndmg,output,correlations,.csv,"[('atlas', 'Yeo7'), ('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-CHECKERBOARD_acq-1400_atlas-Yeo7_space-MNI152NLin6ASym_reg-defaultNoGSR_desc-ndmg_correlations.csv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,CHECKERBOARD,,1400,,,,,,,,,,,,,,,,,,,,,,,,,smZstd,output,reho,.nii.gz,"[('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-CHECKERBOARD_acq-1400_reg-defaultNoGSR_desc-smZstd_reho.nii.gz
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,CHECKERBOARD,,645,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,PartialNilearn,output,correlations,.tsv,"[('atlas', 'MICCAI'), ('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-CHECKERBOARD_acq-645_atlas-MICCAI_space-MNI152NLin6ASym_reg-default_desc-PartialNilearn_correlations.tsv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,BREATHHOLD,,1400,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,PartialNilearn,output,correlations,.tsv,"[('atlas', 'ho'), ('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-BREATHHOLD_acq-1400_atlas-ho_space-MNI152NLin6ASym_reg-default_desc-PartialNilearn_correlations.tsv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,rest,,645,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,smZstd,output,ecw,.nii.gz,"[('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-rest_acq-645_space-MNI152NLin6ASym_reg-default_desc-smZstd_ecw.nii.gz
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,rest,,645,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,Mean,output,timeseries,.1D,"[('atlas', 'Talairach'), ('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-rest_acq-645_atlas-Talairach_space-MNI152NLin6ASym_reg-defaultNoGSR_desc-Mean_timeseries.1D
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,CHECKERBOARD,,645,,,,,,,,,,,,,,,,,,,,,,,,,boldSnrSagittal,output,quality,.png,"[('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-CHECKERBOARD_acq-645_reg-default_desc-boldSnrSagittal_quality.png
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,CHECKERBOARD,,645,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,zstd,output,lfcdb,.nii.gz,"[('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-CHECKERBOARD_acq-645_space-MNI152NLin6ASym_reg-default_desc-zstd_lfcdb.nii.gz
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,DS2,,BREATHHOLD,,1400,,,,,,,,,,,,,,,,,,,,,,,,,zstd,output,reho,.nii.gz,"[('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-DS2/func/sub-A00040524_ses-DS2_task-BREATHHOLD_acq-1400_reg-default_desc-zstd_reho.nii.gz
